Gene stable ID,Gene stable ID version,Human gene name,Human gene stable ID,"Human orthology confidence [0 low, 1 high]",Gene name,Source of gene name
ENSMUSG00000025332,ENSMUSG00000025332.15,KDM5C,ENSG00000126012,1,Kdm5c,MGI Symbol
ENSMUSG00000084717,ENSMUSG00000084717.4,RNU6-583P,ENSG00000251821,0,Gm24630,MGI Symbol
ENSMUSG00000084717,ENSMUSG00000084717.4,RNU6-780P,ENSG00000212332,0,Gm24630,MGI Symbol
ENSMUSG00000000386,ENSMUSG00000000386.19,MX1,ENSG00000157601,0,Mx1,MGI Symbol
ENSMUSG00000039286,ENSMUSG00000039286.13,FNDC3B,ENSG00000075420,1,Fndc3b,MGI Symbol
ENSMUSG00000050017,ENSMUSG00000050017.12,PITPNB,ENSG00000180957,1,Pitpnb,MGI Symbol
ENSMUSG00000026011,ENSMUSG00000026011.14,CTLA4,ENSG00000163599,1,Ctla4,MGI Symbol
ENSMUSG00000023953,ENSMUSG00000023953.10,POLH,ENSG00000170734,1,Polh,MGI Symbol
ENSMUSG00000043122,ENSMUSG00000043122.8,C14orf180,ENSG00000184601,0,A530016L24Rik,MGI Symbol
ENSMUSG00000035713,ENSMUSG00000035713.16,USP35,ENSG00000118369,1,Usp35,MGI Symbol
ENSMUSG00000054013,ENSMUSG00000054013.7,TMEM179,ENSG00000258986,1,Tmem179,MGI Symbol
ENSMUSG00000007570,ENSMUSG00000007570.17,FANCE,ENSG00000112039,1,Fance,MGI Symbol
ENSMUSG00000045174,ENSMUSG00000045174.11,AMER3,ENSG00000178171,1,Amer3,MGI Symbol
ENSMUSG00000058488,ENSMUSG00000058488.8,KL,ENSG00000133116,1,Kl,MGI Symbol
ENSMUSG00000023341,ENSMUSG00000023341.17,MX1,ENSG00000157601,1,Mx2,MGI Symbol
ENSMUSG00000026009,ENSMUSG00000026009.15,ICOS,ENSG00000163600,1,Icos,MGI Symbol
ENSMUSG00000118667,ENSMUSG00000118667.1,AHNAK2,ENSG00000185567,0,Ahnak2,MGI Symbol
ENSMUSG00000037594,ENSMUSG00000037594.12,CLBA1,ENSG00000140104,1,Clba1,MGI Symbol
ENSMUSG00000020829,ENSMUSG00000020829.10,SLC46A1,ENSG00000076351,1,Slc46a1,MGI Symbol
ENSMUSG00000070576,ENSMUSG00000070576.5,MN1,ENSG00000169184,1,Mn1,MGI Symbol
ENSMUSG00000028691,ENSMUSG00000028691.13,PRDX1,ENSG00000117450,1,Prdx1,MGI Symbol
ENSMUSG00000045467,ENSMUSG00000045467.14,TTLL13,ENSG00000213471,1,Ttll13,MGI Symbol
ENSMUSG00000047832,ENSMUSG00000047832.10,CDCA4,ENSG00000170779,1,Cdca4,MGI Symbol
ENSMUSG00000001493,ENSMUSG00000001493.10,MEOX1,ENSG00000005102,1,Meox1,MGI Symbol
ENSMUSG00000000385,ENSMUSG00000000385.9,TMPRSS2,ENSG00000184012,1,Tmprss2,MGI Symbol
ENSMUSG00000018217,ENSMUSG00000018217.13,PMP22,ENSG00000109099,1,Pmp22,MGI Symbol
ENSMUSG00002075578,ENSMUSG00002075578.1,RNU6-248P,ENSG00000222652,0,Gm55971,MGI Symbol
ENSMUSG00000043164,ENSMUSG00000043164.4,TMEM212,ENSG00000186329,1,Tmem212,MGI Symbol
ENSMUSG00000002799,ENSMUSG00000002799.7,JAG2,ENSG00000184916,1,Jag2,MGI Symbol
ENSMUSG00000026584,ENSMUSG00000026584.15,SCYL3,ENSG00000000457,1,Scyl3,MGI Symbol
ENSMUSG00000088772,ENSMUSG00000088772.3,,ENSG00000252677,0,Gm26040,MGI Symbol
ENSMUSG00000027828,ENSMUSG00000027828.13,SSR3,ENSG00000114850,1,Ssr3,MGI Symbol
ENSMUSG00000024959,ENSMUSG00000024959.15,BAD,ENSG00000002330,1,Bad,MGI Symbol
ENSMUSG00000016128,ENSMUSG00000016128.15,STARD13,ENSG00000133121,1,Stard13,MGI Symbol
ENSMUSG00000022212,ENSMUSG00000022212.16,CPNE6,ENSG00000100884,1,Cpne6,MGI Symbol
ENSMUSG00000044952,ENSMUSG00000044952.6,KCTD21,ENSG00000188997,1,Kctd21,MGI Symbol
ENSMUSG00000001494,ENSMUSG00000001494.7,SOST,ENSG00000167941,1,Sost,MGI Symbol
ENSMUSG00000028255,ENSMUSG00000028255.7,CLCA1,ENSG00000016490,1,Clca1,MGI Symbol
ENSMUSG00000047084,ENSMUSG00000047084.9,NGRN,ENSG00000182768,1,Ngrn,MGI Symbol
ENSMUSG00000023153,ENSMUSG00000023153.10,TMEM52,ENSG00000178821,1,Tmem52,MGI Symbol
ENSMUSG00000070407,ENSMUSG00000070407.6,HS3ST3B1,ENSG00000125430,1,Hs3st3b1,MGI Symbol
ENSMUSG00000051728,ENSMUSG00000051728.8,C21orf140,ENSG00000222018,1,Fam243,MGI Symbol
ENSMUSG00000039639,ENSMUSG00000039639.8,KCNE1,ENSG00000180509,1,Kcne1,MGI Symbol
ENSMUSG00000024960,ENSMUSG00000024960.10,PLCB3,ENSG00000149782,1,Plcb3,MGI Symbol
ENSMUSG00000050132,ENSMUSG00000050132.14,SARM1,ENSG00000004139,1,Sarm1,MGI Symbol
ENSMUSG00000002804,ENSMUSG00000002804.5,NUDT14,ENSG00000183828,1,Nudt14,MGI Symbol
ENSMUSG00000035704,ENSMUSG00000035704.18,ALG8,ENSG00000159063,1,Alg8,MGI Symbol
ENSMUSG00000022949,ENSMUSG00000022949.10,CLIC6,ENSG00000159212,1,Clic6,MGI Symbol
ENSMUSG00000024254,ENSMUSG00000024254.16,ABCG8,ENSG00000143921,1,Abcg8,MGI Symbol
ENSMUSG00000014164,ENSMUSG00000014164.16,KLHL3,ENSG00000146021,1,Klhl3,MGI Symbol
ENSMUSG00000034640,ENSMUSG00000034640.10,TIPARP,ENSG00000163659,1,Tiparp,MGI Symbol
ENSMUSG00000028690,ENSMUSG00000028690.5,MMACHC,ENSG00000132763,1,Mmachc,MGI Symbol
ENSMUSG00000011158,ENSMUSG00000011158.9,BRF1,ENSG00000185024,1,Brf1,MGI Symbol
ENSMUSG00000022684,ENSMUSG00000022684.16,BFAR,ENSG00000103429,1,Bfar,MGI Symbol
ENSMUSG00000028495,ENSMUSG00000028495.15,RPS6,ENSG00000137154,1,Rps6,MGI Symbol
ENSMUSG00000074579,ENSMUSG00000074579.15,LEKR1,ENSG00000197980,1,Lekr1,MGI Symbol
ENSMUSG00000077962,ENSMUSG00000077962.3,MIR874,ENSG00000216009,1,Mir874,MGI Symbol
ENSMUSG00000007836,ENSMUSG00000007836.7,HNRNPA0,ENSG00000177733,1,Hnrnpa0,MGI Symbol
ENSMUSG00000030782,ENSMUSG00000030782.18,TGFB1I1,ENSG00000140682,1,Tgfb1i1,MGI Symbol
ENSMUSG00000028864,ENSMUSG00000028864.8,HGF,ENSG00000019991,1,Hgf,MGI Symbol
ENSMUSG00000050002,ENSMUSG00000050002.15,IDNK,ENSG00000148057,1,Idnk,MGI Symbol
ENSMUSG00000038007,ENSMUSG00000038007.15,ACER2,ENSG00000177076,1,Acer2,MGI Symbol
ENSMUSG00000036960,ENSMUSG00000036960.11,CLCA2,ENSG00000137975,1,Clca2,MGI Symbol
ENSMUSG00000042148,ENSMUSG00000042148.9,COX10,ENSG00000006695,1,Cox10,MGI Symbol
ENSMUSG00000002803,ENSMUSG00000002803.15,BTBD6,ENSG00000184887,1,Btbd6,MGI Symbol
ENSMUSG00000052062,ENSMUSG00000052062.15,PARD3B,ENSG00000116117,1,Pard3b,MGI Symbol
ENSMUSG00000022683,ENSMUSG00000022683.14,PLA2G10,ENSG00000069764,1,Pla2g10,MGI Symbol
ENSMUSG00000053646,ENSMUSG00000053646.14,PLXNB1,ENSG00000164050,1,Plxnb1,MGI Symbol
ENSMUSG00000029685,ENSMUSG00000029685.16,ASB15,ENSG00000146809,1,Asb15,MGI Symbol
ENSMUSG00000005312,ENSMUSG00000005312.16,UBQLN1,ENSG00000135018,1,Ubqln1,MGI Symbol
ENSMUSG00000022951,ENSMUSG00000022951.19,RCAN1,ENSG00000159200,1,Rcan1,MGI Symbol
ENSMUSG00000021143,ENSMUSG00000021143.11,PACS2,ENSG00000179364,1,Pacs2,MGI Symbol
ENSMUSG00000029683,ENSMUSG00000029683.8,LMOD2,ENSG00000170807,1,Lmod2,MGI Symbol
ENSMUSG00000039830,ENSMUSG00000039830.10,OLIG2,ENSG00000205927,1,Olig2,MGI Symbol
ENSMUSG00000046160,ENSMUSG00000046160.7,OLIG1,ENSG00000184221,1,Olig1,MGI Symbol
ENSMUSG00000049092,ENSMUSG00000049092.12,GPR137C,ENSG00000180998,1,Gpr137c,MGI Symbol
ENSMUSG00000067150,ENSMUSG00000067150.7,XPO5,ENSG00000124571,1,Xpo5,MGI Symbol
ENSMUSG00000056612,ENSMUSG00000056612.8,PPP1R14B,ENSG00000173457,1,Ppp1r14b,MGI Symbol
ENSMUSG00000022971,ENSMUSG00000022971.19,IFNAR2,ENSG00000159110,0,Ifnar2,MGI Symbol
ENSMUSG00000039781,ENSMUSG00000039781.15,CEP131,ENSG00000141577,1,Cep131,MGI Symbol
ENSMUSG00000027829,ENSMUSG00000027829.16,CCNL1,ENSG00000163660,1,Ccnl1,MGI Symbol
ENSMUSG00000040632,ENSMUSG00000040632.17,NRL,ENSG00000129535,1,Nrl,MGI Symbol
ENSMUSG00000056629,ENSMUSG00000056629.17,,ENSG00000286264,1,Fkbp2,MGI Symbol
ENSMUSG00000048126,ENSMUSG00000048126.17,COL6A3,ENSG00000163359,1,Col6a3,MGI Symbol
ENSMUSG00000028676,ENSMUSG00000028676.18,SRSF10,ENSG00000188529,1,Srsf10,MGI Symbol
ENSMUSG00000021831,ENSMUSG00000021831.10,ERO1A,ENSG00000197930,1,Ero1a,MGI Symbol
ENSMUSG00000038717,ENSMUSG00000038717.10,ATP5MG,ENSG00000167283,1,Atp5l,MGI Symbol
ENSMUSG00000038717,ENSMUSG00000038717.10,ATP5MGL,ENSG00000249222,0,Atp5l,MGI Symbol
ENSMUSG00000024962,ENSMUSG00000024962.14,VEGFB,ENSG00000173511,1,Vegfb,MGI Symbol
ENSMUSG00000012211,ENSMUSG00000012211.14,TEX22,ENSG00000226174,0,Tex22,MGI Symbol
ENSMUSG00000047237,ENSMUSG00000047237.14,FBXW12,ENSG00000164049,0,Fbxw21,MGI Symbol
ENSMUSG00000021552,ENSMUSG00000021552.8,GKAP1,ENSG00000165113,1,Gkap1,MGI Symbol
ENSMUSG00000021144,ENSMUSG00000021144.15,MTA1,ENSG00000182979,1,Mta1,MGI Symbol
ENSMUSG00000030204,ENSMUSG00000030204.11,DDX47,ENSG00000213782,1,Ddx47,MGI Symbol
ENSMUSG00000024963,ENSMUSG00000024963.13,DNAJC4,ENSG00000110011,1,Dnajc4,MGI Symbol
ENSMUSG00000025665,ENSMUSG00000025665.18,RPS6KA6,ENSG00000072133,1,Rps6ka6,MGI Symbol
ENSMUSG00000096546,ENSMUSG00000096546.3,SMLR1,ENSG00000256162,0,Smlr1,MGI Symbol
ENSMUSG00000021832,ENSMUSG00000021832.9,PSMC6,ENSG00000100519,1,Psmc6,MGI Symbol
ENSMUSG00000037805,ENSMUSG00000037805.16,RPL10A,ENSG00000198755,1,Rpl10a,MGI Symbol
ENSMUSG00000049420,ENSMUSG00000049420.10,TMEM200A,ENSG00000164484,1,Tmem200a,MGI Symbol
ENSMUSG00000032527,ENSMUSG00000032527.14,PCCB,ENSG00000114054,1,Pccb,MGI Symbol
ENSMUSG00000037349,ENSMUSG00000037349.10,NUDT22,ENSG00000149761,1,Nudt22,MGI Symbol
ENSMUSG00000051354,ENSMUSG00000051354.15,SAMD3,ENSG00000164483,1,Samd3,MGI Symbol
ENSMUSG00002075709,ENSMUSG00002075709.1,,ENSG00000278404,1,Gm55685,MGI Symbol
ENSMUSG00000027831,ENSMUSG00000027831.10,VEPH1,ENSG00000197415,1,Veph1,MGI Symbol
ENSMUSG00000029192,ENSMUSG00000029192.18,TBC1D14,ENSG00000132405,1,Tbc1d14,MGI Symbol
ENSMUSG00000022969,ENSMUSG00000022969.14,IL10RB,ENSG00000243646,1,Il10rb,MGI Symbol
ENSMUSG00000047656,ENSMUSG00000047656.10,TRPT1,ENSG00000149743,1,Trpt1,MGI Symbol
ENSMUSG00000037996,ENSMUSG00000037996.18,SLC24A2,ENSG00000155886,1,Slc24a2,MGI Symbol
ENSMUSG00000017344,ENSMUSG00000017344.5,VTN,ENSG00000109072,1,Vtn,MGI Symbol
ENSMUSG00000024965,ENSMUSG00000024965.10,FERMT3,ENSG00000149781,1,Fermt3,MGI Symbol
ENSMUSG00000039089,ENSMUSG00000039089.16,L3MBTL3,ENSG00000198945,1,L3mbtl3,MGI Symbol
ENSMUSG00000062778,ENSMUSG00000062778.13,CHIA,ENSG00000134216,0,Chia1,MGI Symbol
ENSMUSG00000029684,ENSMUSG00000029684.15,WASL,ENSG00000106299,1,Wasl,MGI Symbol
ENSMUSG00000065397,ENSMUSG00000065397.3,MIR155,ENSG00000283904,1,Mir155,MGI Symbol
ENSMUSG00000022889,ENSMUSG00000022889.8,MRPL39,ENSG00000154719,1,Mrpl39,MGI Symbol
ENSMUSG00000040618,ENSMUSG00000040618.8,PCK2,ENSG00000100889,1,Pck2,MGI Symbol
ENSMUSG00000047759,ENSMUSG00000047759.7,HS3ST3A1,ENSG00000153976,1,Hs3st3a1,MGI Symbol
ENSMUSG00000049314,ENSMUSG00000049314.12,FBXW12,ENSG00000164049,0,Fbxw13,MGI Symbol
ENSMUSG00000010841,ENSMUSG00000010841.14,CFAP97D1,ENSG00000231256,1,Cfap97d1,MGI Symbol
ENSMUSG00000024120,ENSMUSG00000024120.13,LRPPRC,ENSG00000138095,1,Lrpprc,MGI Symbol
ENSMUSG00000024966,ENSMUSG00000024966.10,STIP1,ENSG00000168439,1,Stip1,MGI Symbol
ENSMUSG00000030647,ENSMUSG00000030647.9,NDUFC2,ENSG00000151366,1,Ndufc2,MGI Symbol
ENSMUSG00000019254,ENSMUSG00000019254.17,PPP1R12C,ENSG00000125503,1,Ppp1r12c,MGI Symbol
ENSMUSG00000001103,ENSMUSG00000001103.8,SEBOX,ENSG00000274529,1,Sebox,MGI Symbol
ENSMUSG00000053062,ENSMUSG00000053062.17,JAM2,ENSG00000154721,1,Jam2,MGI Symbol
ENSMUSG00000021319,ENSMUSG00000021319.8,SFRP4,ENSG00000106483,1,Sfrp4,MGI Symbol
ENSMUSG00000066415,ENSMUSG00000066415.5,MSL2,ENSG00000174579,1,Msl2,MGI Symbol
ENSMUSG00000051232,ENSMUSG00000051232.14,TMEM199,ENSG00000244045,1,Tmem199,MGI Symbol
ENSMUSG00000061701,ENSMUSG00000061701.12,FBXW12,ENSG00000164049,0,Fbxw20,MGI Symbol
ENSMUSG00000063415,ENSMUSG00000063415.13,CYP26B1,ENSG00000003137,1,Cyp26b1,MGI Symbol
ENSMUSG00000028675,ENSMUSG00000028675.13,PNRC2,ENSG00000189266,1,Pnrc2,MGI Symbol
ENSMUSG00000022890,ENSMUSG00000022890.14,ATP5PF,ENSG00000154723,1,Atp5j,MGI Symbol
ENSMUSG00000118668,ENSMUSG00000118668.1,RPS6KA4,ENSG00000162302,1,Rps6ka4,MGI Symbol
ENSMUSG00000027832,ENSMUSG00000027832.6,PTX3,ENSG00000163661,1,Ptx3,MGI Symbol
ENSMUSG00000062585,ENSMUSG00000062585.12,CNR2,ENSG00000188822,1,Cnr2,MGI Symbol
ENSMUSG00000039652,ENSMUSG00000039652.17,CPEB3,ENSG00000107864,1,Cpeb3,MGI Symbol
ENSMUSG00000043154,ENSMUSG00000043154.16,PPP2R3A,ENSG00000073711,1,Ppp2r3a,MGI Symbol
ENSMUSG00000025377,ENSMUSG00000025377.15,TEPSIN,ENSG00000167302,1,Tepsin,MGI Symbol
ENSMUSG00000027695,ENSMUSG00000027695.17,PLD1,ENSG00000075651,1,Pld1,MGI Symbol
ENSMUSG00000028673,ENSMUSG00000028673.11,FUCA1,ENSG00000179163,1,Fuca1,MGI Symbol
ENSMUSG00000008976,ENSMUSG00000008976.17,GABPA,ENSG00000154727,1,Gabpa,MGI Symbol
ENSMUSG00000029680,ENSMUSG00000029680.3,HYAL4,ENSG00000106302,1,Hyal4,MGI Symbol
ENSMUSG00000052613,ENSMUSG00000052613.17,PCDH15,ENSG00000150275,1,Pcdh15,MGI Symbol
ENSMUSG00000033985,ENSMUSG00000033985.18,TESK2,ENSG00000070759,1,Tesk2,MGI Symbol
ENSMUSG00000029682,ENSMUSG00000029682.6,SPAM1,ENSG00000106304,1,Spam1,MGI Symbol
ENSMUSG00000006356,ENSMUSG00000006356.11,CRIP2,ENSG00000182809,1,Crip2,MGI Symbol
ENSMUSG00000035686,ENSMUSG00000035686.9,THRSP,ENSG00000151365,1,Thrsp,MGI Symbol
ENSMUSG00000114559,ENSMUSG00000114559.2,,ENSG00000283205,1,Gm47429,MGI Symbol
ENSMUSG00000071909,ENSMUSG00000071909.3,NUTM2B,ENSG00000188199,0,Nutm2,MGI Symbol
ENSMUSG00000071909,ENSMUSG00000071909.3,NUTM2D,ENSG00000214562,0,Nutm2,MGI Symbol
ENSMUSG00000071909,ENSMUSG00000071909.3,NUTM2F,ENSG00000130950,0,Nutm2,MGI Symbol
ENSMUSG00000071909,ENSMUSG00000071909.3,NUTM2A,ENSG00000184923,0,Nutm2,MGI Symbol
ENSMUSG00000071909,ENSMUSG00000071909.3,NUTM2E,ENSG00000228570,0,Nutm2,MGI Symbol
ENSMUSG00000071909,ENSMUSG00000071909.3,NUTM2G,ENSG00000188152,0,Nutm2,MGI Symbol
ENSMUSG00000053205,ENSMUSG00000053205.10,STYX,ENSG00000198252,1,Styx,MGI Symbol
ENSMUSG00000029678,ENSMUSG00000029678.9,SPAM1,ENSG00000106304,1,Hyal5,MGI Symbol
ENSMUSG00000051727,ENSMUSG00000051727.15,KCTD14,ENSG00000151364,0,Kctd14,MGI Symbol
ENSMUSG00000118272,ENSMUSG00000118272.2,SMIM39,ENSG00000284479,1,Gm55978,MGI Symbol
ENSMUSG00000041757,ENSMUSG00000041757.18,PLEKHA6,ENSG00000143850,1,Plekha6,MGI Symbol
ENSMUSG00000048022,ENSMUSG00000048022.12,TMEM229A,ENSG00000234224,1,Tmem229a,MGI Symbol
ENSMUSG00000077393,ENSMUSG00000077393.3,,ENSG00000207130,0,Gm24338,MGI Symbol
ENSMUSG00000022892,ENSMUSG00000022892.12,APP,ENSG00000142192,1,App,MGI Symbol
ENSMUSG00000029804,ENSMUSG00000029804.18,HERC3,ENSG00000138641,1,Herc3,MGI Symbol
ENSMUSG00000105589,ENSMUSG00000105589.5,FBXW12,ENSG00000164049,0,Fbxw14,MGI Symbol
ENSMUSG00000067148,ENSMUSG00000067148.16,POLR1C,ENSG00000171453,1,Polr1c,MGI Symbol
ENSMUSG00000006360,ENSMUSG00000006360.12,CRIP1,ENSG00000213145,1,Crip1,MGI Symbol
ENSMUSG00000078572,ENSMUSG00000078572.4,NDUFAF8,ENSG00000224877,1,Ndufaf8,MGI Symbol
ENSMUSG00000021595,ENSMUSG00000021595.19,NSUN2,ENSG00000037474,1,Nsun2,MGI Symbol
ENSMUSG00000028496,ENSMUSG00000028496.18,MLLT3,ENSG00000171843,1,Mllt3,MGI Symbol
ENSMUSG00000001100,ENSMUSG00000001100.11,POLDIP2,ENSG00000004142,1,Poldip2,MGI Symbol
ENSMUSG00000037466,ENSMUSG00000037466.14,TEDC1,ENSG00000185347,1,Tedc1,MGI Symbol
ENSMUSG00000030534,ENSMUSG00000030534.14,VPS33B,ENSG00000184056,1,Vps33b,MGI Symbol
ENSMUSG00000037722,ENSMUSG00000037722.9,GNPNAT1,ENSG00000100522,1,Gnpnat1,MGI Symbol
ENSMUSG00000119686,ENSMUSG00000119686.1,RNU6-990P,ENSG00000201255,0,Gm22821,MGI Symbol
ENSMUSG00000071074,ENSMUSG00000071074.10,YIPF3,ENSG00000137207,1,Yipf3,MGI Symbol
ENSMUSG00000034551,ENSMUSG00000034551.13,HDX,ENSG00000165259,1,Hdx,MGI Symbol
ENSMUSG00000059890,ENSMUSG00000059890.17,UBE4A,ENSG00000110344,1,Ube4a,MGI Symbol
ENSMUSG00000028672,ENSMUSG00000028672.14,HMGCL,ENSG00000117305,1,Hmgcl,MGI Symbol
ENSMUSG00000049036,ENSMUSG00000049036.8,TMEM121,ENSG00000184986,1,Tmem121,MGI Symbol
ENSMUSG00000052609,ENSMUSG00000052609.10,PLEKHG3,ENSG00000126822,1,Plekhg3,MGI Symbol
ENSMUSG00000017615,ENSMUSG00000017615.13,TNFAIP1,ENSG00000109079,1,Tnfaip1,MGI Symbol
ENSMUSG00000039904,ENSMUSG00000039904.10,GPR37,ENSG00000170775,1,Gpr37,MGI Symbol
ENSMUSG00000028671,ENSMUSG00000028671.17,GALE,ENSG00000117308,1,Gale,MGI Symbol
ENSMUSG00000055430,ENSMUSG00000055430.5,NAP1L5,ENSG00000177432,1,Nap1l5,MGI Symbol
ENSMUSG00000033769,ENSMUSG00000033769.17,EXOC6B,ENSG00000144036,1,Exoc6b,MGI Symbol
ENSMUSG00000002249,ENSMUSG00000002249.22,TEAD3,ENSG00000007866,1,Tead3,MGI Symbol
ENSMUSG00000052373,ENSMUSG00000052373.15,MPP3,ENSG00000161647,1,Mpp3,MGI Symbol
ENSMUSG00000037712,ENSMUSG00000037712.18,FERMT2,ENSG00000073712,1,Fermt2,MGI Symbol
ENSMUSG00000023307,ENSMUSG00000023307.15,MARCHF5,ENSG00000198060,1,Marchf5,MGI Symbol
ENSMUSG00000028688,ENSMUSG00000028688.14,TOE1,ENSG00000132773,1,Toe1,MGI Symbol
ENSMUSG00000025133,ENSMUSG00000025133.10,INTS4,ENSG00000149262,1,Ints4,MGI Symbol
ENSMUSG00000021061,ENSMUSG00000021061.16,SPTB,ENSG00000070182,1,Sptb,MGI Symbol
ENSMUSG00000089143,ENSMUSG00000089143.4,RNU6-304P,ENSG00000201725,0,Gm25268,MGI Symbol
ENSMUSG00000056999,ENSMUSG00000056999.17,IDE,ENSG00000119912,1,Ide,MGI Symbol
ENSMUSG00000054931,ENSMUSG00000054931.10,ZKSCAN4,ENSG00000187626,1,Zkscan4,MGI Symbol
ENSMUSG00000002808,ENSMUSG00000002808.8,EPDR1,ENSG00000086289,1,Epdr1,MGI Symbol
ENSMUSG00000040809,ENSMUSG00000040809.11,CHIA,ENSG00000134216,1,Chil3,MGI Symbol
ENSMUSG00000021594,ENSMUSG00000021594.12,SRD5A1,ENSG00000145545,1,Srd5a1,MGI Symbol
ENSMUSG00002076773,ENSMUSG00002076773.1,RN7SKP233,ENSG00000252814,0,Gm55568,MGI Symbol
ENSMUSG00002076773,ENSMUSG00002076773.1,RN7SKP65,ENSG00000222210,0,Gm55568,MGI Symbol
ENSMUSG00000041406,ENSMUSG00000041406.15,C1orf112,ENSG00000000460,1,BC055324,MGI Symbol
ENSMUSG00002074854,ENSMUSG00002074854.1,RN7SKP34,ENSG00000251951,0,Gm55371,MGI Symbol
ENSMUSG00000071073,ENSMUSG00000071073.6,LRRC73,ENSG00000204052,1,Lrrc73,MGI Symbol
ENSMUSG00000029676,ENSMUSG00000029676.16,POT1,ENSG00000128513,1,Pot1a,MGI Symbol
ENSMUSG00000034575,ENSMUSG00000034575.15,TENT4A,ENSG00000112941,1,Tent4a,MGI Symbol
ENSMUSG00000002033,ENSMUSG00000002033.15,CD3G,ENSG00000160654,1,Cd3g,MGI Symbol
ENSMUSG00000061130,ENSMUSG00000061130.14,PPM1B,ENSG00000138032,1,Ppm1b,MGI Symbol
ENSMUSG00000030781,ENSMUSG00000030781.14,SLC5A2,ENSG00000140675,1,Slc5a2,MGI Symbol
ENSMUSG00000022214,ENSMUSG00000022214.16,DCAF11,ENSG00000100897,1,Dcaf11,MGI Symbol
ENSMUSG00000028670,ENSMUSG00000028670.15,LYPLA2,ENSG00000011009,1,Lypla2,MGI Symbol
ENSMUSG00000012443,ENSMUSG00000012443.5,KIF11,ENSG00000138160,1,Kif11,MGI Symbol
ENSMUSG00000066975,ENSMUSG00000066975.13,CRYBA4,ENSG00000196431,1,Cryba4,MGI Symbol
ENSMUSG00000027833,ENSMUSG00000027833.17,SHOX2,ENSG00000168779,1,Shox2,MGI Symbol
ENSMUSG00000054087,ENSMUSG00000054087.12,FBXW12,ENSG00000164049,0,Fbxw28,MGI Symbol
ENSMUSG00000052981,ENSMUSG00000052981.7,UBE2QL1,ENSG00000215218,1,Ube2ql1,MGI Symbol
ENSMUSG00000033735,ENSMUSG00000033735.10,SPR,ENSG00000116096,1,Spr,MGI Symbol
ENSMUSG00000001105,ENSMUSG00000001105.16,IFT20,ENSG00000109083,1,Ift20,MGI Symbol
ENSMUSG00000067889,ENSMUSG00000067889.8,SPTBN2,ENSG00000173898,1,Sptbn2,MGI Symbol
ENSMUSG00000063779,ENSMUSG00000063779.7,CHIA,ENSG00000134216,1,Chil4,MGI Symbol
ENSMUSG00000029190,ENSMUSG00000029190.20,KIAA0232,ENSG00000170871,1,D5Ertd579e,MGI Symbol
ENSMUSG00000029064,ENSMUSG00000029064.16,GNB1,ENSG00000078369,1,Gnb1,MGI Symbol
ENSMUSG00000037709,ENSMUSG00000037709.14,FAM13A,ENSG00000138640,1,Fam13a,MGI Symbol
ENSMUSG00000027902,ENSMUSG00000027902.9,CHIA,ENSG00000134216,1,Chil6,MGI Symbol
ENSMUSG00000028041,ENSMUSG00000028041.18,ADAM15,ENSG00000143537,1,Adam15,MGI Symbol
ENSMUSG00000036545,ENSMUSG00000036545.10,ADAMTS2,ENSG00000087116,1,Adamts2,MGI Symbol
ENSMUSG00000119395,ENSMUSG00000119395.1,RNU6-13P,ENSG00000206975,0,Gm25484,MGI Symbol
ENSMUSG00000060708,ENSMUSG00000060708.5,BLOC1S4,ENSG00000186222,1,Bloc1s4,MGI Symbol
ENSMUSG00000032094,ENSMUSG00000032094.9,CD3D,ENSG00000167286,1,Cd3d,MGI Symbol
ENSMUSG00000055302,ENSMUSG00000055302.6,MRFAP1L1,ENSG00000178988,1,Mrfap1,MGI Symbol
ENSMUSG00000055302,ENSMUSG00000055302.6,MRFAP1,ENSG00000179010,1,Mrfap1,MGI Symbol
ENSMUSG00000055302,ENSMUSG00000055302.6,,ENSG00000170846,0,Mrfap1,MGI Symbol
ENSMUSG00000028780,ENSMUSG00000028780.14,SEMA3C,ENSG00000075223,1,Sema3c,MGI Symbol
ENSMUSG00000038930,ENSMUSG00000038930.12,RCCD1,ENSG00000166965,1,Rccd1,MGI Symbol
ENSMUSG00000037503,ENSMUSG00000037503.13,FAM168B,ENSG00000152102,1,Fam168b,MGI Symbol
ENSMUSG00000024131,ENSMUSG00000024131.9,SLC3A1,ENSG00000138079,1,Slc3a1,MGI Symbol
ENSMUSG00000032537,ENSMUSG00000032537.16,EPHB1,ENSG00000154928,1,Ephb1,MGI Symbol
ENSMUSG00000037446,ENSMUSG00000037446.15,TULP1,ENSG00000112041,1,Tulp1,MGI Symbol
ENSMUSG00000033726,ENSMUSG00000033726.9,EMX1,ENSG00000135638,1,Emx1,MGI Symbol
ENSMUSG00000037278,ENSMUSG00000037278.10,TMEM97,ENSG00000109084,1,Tmem97,MGI Symbol
ENSMUSG00000033760,ENSMUSG00000033760.18,RBM4B,ENSG00000173914,1,Rbm4b,MGI Symbol
ENSMUSG00000049232,ENSMUSG00000049232.4,TIGD2,ENSG00000180346,1,Tigd2,MGI Symbol
ENSMUSG00000045441,ENSMUSG00000045441.6,GPRIN3,ENSG00000185477,1,Gprin3,MGI Symbol
ENSMUSG00002076277,ENSMUSG00002076277.1,RN7SKP202,ENSG00000222371,0,Gm55346,MGI Symbol
